,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,transactions,messaging,hours,price,special_hours
412,kDmLXiXajBdQLPEPPyhsVw,red-lobster-conroe-3,RED LOBSTER,https://s3-media1.fl.yelpcdn.com/bphoto/-bS7sHWc-tngMwTakVgyCw/o.jpg,True,False,https://www.yelp.com/biz/red-lobster-conroe-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19367567391,(936) 756-7391,64,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.5,"{'address1': '2944 Interstate 45 N', 'address2': None, 'address3': None, 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['2944 Interstate 45 N', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.346264, 'longitude': -95.48190917}","['https://s3-media1.fl.yelpcdn.com/bphoto/-bS7sHWc-tngMwTakVgyCw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/WUMBSqeNg4kdkQ8Yd-pQ3A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/qJbxFwi8xSoXALmovNasdA/o.jpg']","['delivery', 'pickup']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$$,
413,cbcHZMBNH71SDeY_usKrcA,firehouse-subs-conroe,Firehouse Subs,https://s3-media1.fl.yelpcdn.com/bphoto/8ro8UgeCw5FM0eOGxC5wKA/o.jpg,True,False,https://www.yelp.com/biz/firehouse-subs-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19367603608,(936) 760-3608,53,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]",2.5,"{'address1': '3021 Interstate 45 N', 'address2': '', 'address3': '', 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['3021 Interstate 45 N', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.35225, 'longitude': -95.48511}","['https://s3-media1.fl.yelpcdn.com/bphoto/8ro8UgeCw5FM0eOGxC5wKA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/6reghvXIPPDEAMw-ozbQlw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/4s2WW2RhKrHcmXviCx-NRA/o.jpg']","['pickup', 'delivery']",,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$$,
414,3HESSZIwXBHTcB14z24tBQ,popeyes-louisiana-kitchen-conroe-3,Popeyes Louisiana Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/dEanBbPgHScuRliRRnd9VQ/o.jpg,True,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-conroe-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19367562320,(936) 756-2320,21,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.0,"{'address1': '2940 Interstate 45 N', 'address2': '', 'address3': '', 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['2940 Interstate 45 N', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.3494384275163, 'longitude': -95.4814338152395}","['https://s3-media1.fl.yelpcdn.com/bphoto/dEanBbPgHScuRliRRnd9VQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/CqvIpaOVAHkFXFIn62ak1w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/D1-J-K37hP6bzzmfWoF4dw/o.jpg']",['delivery'],,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$,
415,Ee-f4a1-updyfT6F-jGqYQ,valero-cornerstore-conroe,Valero Cornerstore,,False,False,https://www.yelp.com/biz/valero-cornerstore-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,,,1,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",4.0,"{'address1': '2903-2931 N Frazier St', 'address2': '', 'address3': '', 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['2903-2931 N Frazier St', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.3496225302866, 'longitude': -95.4718166962266}",[],[],,,$,
416,KXx48lpjiuzVoVmUX6fZaw,subway-conroe-37,Subway,https://s3-media4.fl.yelpcdn.com/bphoto/q65O_djWajBO1ADtNMJ7Pw/o.jpg,True,False,https://www.yelp.com/biz/subway-conroe-37?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19367010024,(936) 701-0024,2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'address1': '3001 N Frazier', 'address2': 'Ste C', 'address3': None, 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['3001 N Frazier', 'Ste C', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.3504494329411, 'longitude': -95.4722338383432}","['https://s3-media4.fl.yelpcdn.com/bphoto/q65O_djWajBO1ADtNMJ7Pw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/WXkX_IRGmKqM8cxTMOm30w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/29qxh7NmuRUBiIJ7jN-zVg/o.jpg']","['pickup', 'delivery']",,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,"[{'date': '2022-11-23', 'is_closed': None, 'start': '0800', 'end': '2000', 'is_overnight': False}, {'date': '2022-11-24', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2022-11-25', 'is_closed': None, 'start': '1000', 'end': '2000', 'is_overnight': False}]"
417,Ee-f4a1-updyfT6F-jGqYQ,valero-cornerstore-conroe,Valero Cornerstore,,False,False,https://www.yelp.com/biz/valero-cornerstore-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,,,1,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",4.0,"{'address1': '2903-2931 N Frazier St', 'address2': '', 'address3': '', 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['2903-2931 N Frazier St', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.3496225302866, 'longitude': -95.4718166962266}",[],[],,,$,
418,KXx48lpjiuzVoVmUX6fZaw,subway-conroe-37,Subway,https://s3-media4.fl.yelpcdn.com/bphoto/q65O_djWajBO1ADtNMJ7Pw/o.jpg,True,False,https://www.yelp.com/biz/subway-conroe-37?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19367010024,(936) 701-0024,2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'address1': '3001 N Frazier', 'address2': 'Ste C', 'address3': None, 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['3001 N Frazier', 'Ste C', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.3504494329411, 'longitude': -95.4722338383432}","['https://s3-media4.fl.yelpcdn.com/bphoto/q65O_djWajBO1ADtNMJ7Pw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/WXkX_IRGmKqM8cxTMOm30w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/29qxh7NmuRUBiIJ7jN-zVg/o.jpg']","['pickup', 'delivery']",,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,"[{'date': '2022-11-23', 'is_closed': None, 'start': '0800', 'end': '2000', 'is_overnight': False}, {'date': '2022-11-24', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2022-11-25', 'is_closed': None, 'start': '1000', 'end': '2000', 'is_overnight': False}]"
419,ctw_eg4CurKtqQ09lecv8A,black-walnut-café-conroe-2,Black Walnut Café,https://s3-media1.fl.yelpcdn.com/bphoto/ikA6YjGew2WOxHG-sTIlNg/o.jpg,True,False,https://www.yelp.com/biz/black-walnut-caf%C3%A9-conroe-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19362022824,(936) 202-2824,125,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'address1': '2971 Hawthorne Dr', 'address2': '', 'address3': '', 'city': 'Conroe', 'zip_code': '77303', 'country': 'US', 'state': 'TX', 'display_address': ['2971 Hawthorne Dr', 'Conroe, TX 77303'], 'cross_streets': ''}","{'latitude': 30.345268, 'longitude': -95.410611}","['https://s3-media1.fl.yelpcdn.com/bphoto/ikA6YjGew2WOxHG-sTIlNg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/fabIbjkfSCcVSXIQvLoZcA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/LXqMrkPuubrP08CX5EMj4w/o.jpg']","['pickup', 'delivery']","{'url': 'https://www.yelp.com/raq/ctw_eg4CurKtqQ09lecv8A?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}","[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",$$,
420,WSy6ld61NZiyb2BFn4KzZg,kitchen-tales-conroe-2,Kitchen Tales,https://s3-media1.fl.yelpcdn.com/bphoto/wmhO9AN7XWqaAeD-p7MyUw/o.jpg,True,False,https://www.yelp.com/biz/kitchen-tales-conroe-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365885105,(936) 588-5105,293,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'address1': '14543 Hwy105 W', 'address2': 'Ste 101', 'address3': '', 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['14543 Hwy105 W', 'Ste 101', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.351347, 'longitude': -95.5785748}","['https://s3-media1.fl.yelpcdn.com/bphoto/wmhO9AN7XWqaAeD-p7MyUw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/ySGm8FKFzvkioZM2cKUGcA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/JuJImPuIpWcMlN2pG9L2ww/o.jpg']",['delivery'],,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$$,
421,rklJqlszUSWj4cCnCXd2Qw,buldogies-conroe,buldogies,https://s3-media3.fl.yelpcdn.com/bphoto/m9PGwcNgdS9Wd2qi-Q9T2g/o.jpg,True,False,https://www.yelp.com/biz/buldogies-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365886688,(936) 588-6688,261,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'address1': '14543 Hwy 105 W', 'address2': 'Ste 406', 'address3': '', 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['14543 Hwy 105 W', 'Ste 406', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.3512861596512, 'longitude': -95.577962435782}","['https://s3-media3.fl.yelpcdn.com/bphoto/m9PGwcNgdS9Wd2qi-Q9T2g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Em-xfrz0fsj2Ff2zCQ_thw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Yvk6w_d_9lBzmCOINPVc6Q/o.jpg']",['delivery'],"{'url': 'https://www.yelp.com/raq/rklJqlszUSWj4cCnCXd2Qw?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}","[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$,
422,WSy6ld61NZiyb2BFn4KzZg,kitchen-tales-conroe-2,Kitchen Tales,https://s3-media1.fl.yelpcdn.com/bphoto/wmhO9AN7XWqaAeD-p7MyUw/o.jpg,True,False,https://www.yelp.com/biz/kitchen-tales-conroe-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365885105,(936) 588-5105,293,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'address1': '14543 Hwy105 W', 'address2': 'Ste 101', 'address3': '', 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['14543 Hwy105 W', 'Ste 101', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.351347, 'longitude': -95.5785748}","['https://s3-media1.fl.yelpcdn.com/bphoto/wmhO9AN7XWqaAeD-p7MyUw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/ySGm8FKFzvkioZM2cKUGcA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/JuJImPuIpWcMlN2pG9L2ww/o.jpg']",['delivery'],,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$$,
423,rklJqlszUSWj4cCnCXd2Qw,buldogies-conroe,buldogies,https://s3-media3.fl.yelpcdn.com/bphoto/m9PGwcNgdS9Wd2qi-Q9T2g/o.jpg,True,False,https://www.yelp.com/biz/buldogies-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365886688,(936) 588-6688,261,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'address1': '14543 Hwy 105 W', 'address2': 'Ste 406', 'address3': '', 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['14543 Hwy 105 W', 'Ste 406', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.3512861596512, 'longitude': -95.577962435782}","['https://s3-media3.fl.yelpcdn.com/bphoto/m9PGwcNgdS9Wd2qi-Q9T2g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Em-xfrz0fsj2Ff2zCQ_thw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Yvk6w_d_9lBzmCOINPVc6Q/o.jpg']",['delivery'],"{'url': 'https://www.yelp.com/raq/rklJqlszUSWj4cCnCXd2Qw?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}","[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",$,
424,mib3suvDiMA8R8z7g9PfCg,mr-taco-and-tequila-bar-conroe,Mr Taco & Tequila Bar,https://s3-media1.fl.yelpcdn.com/bphoto/wZbGwWNOJuK-sY7UxV1UdQ/o.jpg,True,False,https://www.yelp.com/biz/mr-taco-and-tequila-bar-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365884167,(936) 588-4167,43,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'address1': '13080 Hwy 105 W', 'address2': 'Ste 102', 'address3': None, 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['13080 Hwy 105 W', 'Ste 102', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.345823332093943, 'longitude': -95.55861586675182}","['https://s3-media1.fl.yelpcdn.com/bphoto/wZbGwWNOJuK-sY7UxV1UdQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/UE1UWCiMa8tH0kqPE5o-8Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/iQoPOmK_3tI6tB-bBzRQEQ/o.jpg']","['pickup', 'delivery']","{'url': 'https://www.yelp.com/raq/mib3suvDiMA8R8z7g9PfCg?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,
425,mib3suvDiMA8R8z7g9PfCg,mr-taco-and-tequila-bar-conroe,Mr Taco & Tequila Bar,https://s3-media1.fl.yelpcdn.com/bphoto/wZbGwWNOJuK-sY7UxV1UdQ/o.jpg,True,False,https://www.yelp.com/biz/mr-taco-and-tequila-bar-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365884167,(936) 588-4167,43,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'address1': '13080 Hwy 105 W', 'address2': 'Ste 102', 'address3': None, 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['13080 Hwy 105 W', 'Ste 102', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.345823332093943, 'longitude': -95.55861586675182}","['https://s3-media1.fl.yelpcdn.com/bphoto/wZbGwWNOJuK-sY7UxV1UdQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/UE1UWCiMa8tH0kqPE5o-8Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/iQoPOmK_3tI6tB-bBzRQEQ/o.jpg']","['delivery', 'pickup']","{'url': 'https://www.yelp.com/raq/mib3suvDiMA8R8z7g9PfCg?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,
426,mib3suvDiMA8R8z7g9PfCg,mr-taco-and-tequila-bar-conroe,Mr Taco & Tequila Bar,https://s3-media1.fl.yelpcdn.com/bphoto/wZbGwWNOJuK-sY7UxV1UdQ/o.jpg,True,False,https://www.yelp.com/biz/mr-taco-and-tequila-bar-conroe?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19365884167,(936) 588-4167,43,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'address1': '13080 Hwy 105 W', 'address2': 'Ste 102', 'address3': None, 'city': 'Conroe', 'zip_code': '77304', 'country': 'US', 'state': 'TX', 'display_address': ['13080 Hwy 105 W', 'Ste 102', 'Conroe, TX 77304'], 'cross_streets': ''}","{'latitude': 30.345823332093943, 'longitude': -95.55861586675182}","['https://s3-media1.fl.yelpcdn.com/bphoto/wZbGwWNOJuK-sY7UxV1UdQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/UE1UWCiMa8tH0kqPE5o-8Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/iQoPOmK_3tI6tB-bBzRQEQ/o.jpg']","['pickup', 'delivery']","{'url': 'https://www.yelp.com/raq/mib3suvDiMA8R8z7g9PfCg?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,
