,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,special_hours,messaging
80,P2YDkwSbfOt_dBCz-kzsmw,curry-district-little-elm,Curry District,https://s3-media1.fl.yelpcdn.com/bphoto/rXTCsyQp3h_TtLjK43pxyA/o.jpg,True,False,https://www.yelp.com/biz/curry-district-little-elm?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+14692005856,(469) 200-5856,83,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,"{'address1': '11851 FM-423', 'address2': 'Ste 200', 'address3': None, 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['11851 FM-423', 'Ste 200', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.192897, 'longitude': -96.886358}","['https://s3-media1.fl.yelpcdn.com/bphoto/rXTCsyQp3h_TtLjK43pxyA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/4o95gYSQWkmtzAwdcj1HXg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/_1wp2D76y95h_WJvxHat0Q/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,"{'url': 'https://www.yelp.com/raq/P2YDkwSbfOt_dBCz-kzsmw?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}"
81,CvjkIAAakBUg9h1x3-Bwow,sonic-drive-in-little-elm-4,Sonic Drive-In,https://s3-media1.fl.yelpcdn.com/bphoto/e7OHpGc_7TnEn-7V6fRZZA/o.jpg,True,False,https://www.yelp.com/biz/sonic-drive-in-little-elm-4?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+14693624898,(469) 362-4898,49,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",1.5,"{'address1': '11951 Fm 423', 'address2': None, 'address3': None, 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['11951 Fm 423', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.194409, 'longitude': -96.885606}","['https://s3-media1.fl.yelpcdn.com/bphoto/e7OHpGc_7TnEn-7V6fRZZA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/TpCYshclkbcQHiwCtczUfw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/iaYJ8_RhaaMp6_P1oum7uA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
82,TOIN3_aVIaPjGTJRvvbZmw,daddys-tacos-mckinney-2,Daddy's Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/Z-_DbTep5Y1t_ZT_iGtpJA/o.jpg,True,False,https://www.yelp.com/biz/daddys-tacos-mckinney-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12145920571,(214) 592-0571,257,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'address1': '1800 S Independence Pkwy', 'address2': 'Ste 120', 'address3': '', 'city': 'Mckinney', 'zip_code': '75072', 'country': 'US', 'state': 'TX', 'display_address': ['1800 S Independence Pkwy', 'Ste 120', 'Mckinney, TX 75072'], 'cross_streets': ''}","{'latitude': 33.18783, 'longitude': -96.75124}","['https://s3-media4.fl.yelpcdn.com/bphoto/Z-_DbTep5Y1t_ZT_iGtpJA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/R7a5Q2atBeIocP9eogHo8Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/zhewpb003c3PreCm58gvlQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
83,4scGfgdDKJgf5oIJtFWMow,eggsellent-cafe-frisco-2,Eggsellent Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/AjyvYbT4D3jdSj1JFUc5qw/o.jpg,True,False,https://www.yelp.com/biz/eggsellent-cafe-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+14693626770,(469) 362-6770,411,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'address1': '12388 Fm 423', 'address2': 'Ste 600', 'address3': '', 'city': 'Frisco', 'zip_code': '75033', 'country': 'US', 'state': 'TX', 'display_address': ['12388 Fm 423', 'Ste 600', 'Frisco, TX 75033'], 'cross_streets': ''}","{'latitude': 33.181023, 'longitude': -96.88571}","['https://s3-media3.fl.yelpcdn.com/bphoto/AjyvYbT4D3jdSj1JFUc5qw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/SreLCmb90GKl7Fc4488LJA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Xxgder_41-yOI_e2cwNaJA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '1430', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,
84,j6dDGi3iIu7UFXAGcbFtCw,love-sushi-frisco-2,Love Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/vQ89QNLTt4x275azC5Vxzw/o.jpg,False,False,https://www.yelp.com/biz/love-sushi-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12148721247,(214) 872-1247,332,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'address1': '12398 Fm 423', 'address2': '', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['12398 Fm 423', 'Frisco, TX 75034'], 'cross_streets': ''}","{'latitude': 33.181064, 'longitude': -96.88552}","['https://s3-media1.fl.yelpcdn.com/bphoto/vQ89QNLTt4x275azC5Vxzw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/07Tz-vUoF4dDdHeI8-EEhA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/2jdxufDxAumBair02iMj1w/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 5}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 6}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
85,SEiQjsJgaJStMQQPwq8gBA,papa-murphys-frisco,Papa Murphy's,https://s3-media2.fl.yelpcdn.com/bphoto/WQidGw1jsBQmtbxxMeXUiw/o.jpg,True,False,https://www.yelp.com/biz/papa-murphys-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19723349400,(972) 334-9400,34,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'address1': '12398 Fm 423', 'address2': 'Ste 1500', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['12398 Fm 423', 'Ste 1500', 'Frisco, TX 75034'], 'cross_streets': ''}","{'latitude': 33.18106, 'longitude': -96.88552}","['https://s3-media2.fl.yelpcdn.com/bphoto/WQidGw1jsBQmtbxxMeXUiw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/3dm3994tuLtyDa8y0L2Dqg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/eZGvCx9t0D0n7PN2g0ZB9w/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,"{'url': 'https://www.yelp.com/raq/SEiQjsJgaJStMQQPwq8gBA?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}"
86,uDdQOtDdPv9_3xEAD-SyEQ,wing-daddys-sauce-house-little-elm,Wing Daddy's Sauce House,https://s3-media3.fl.yelpcdn.com/bphoto/p59NN9DZZamuCRomIzt4zA/o.jpg,True,False,https://www.yelp.com/biz/wing-daddys-sauce-house-little-elm?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19729874562,(972) 987-4562,391,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",3.0,"{'address1': '2763 E Eldorado Pkwy', 'address2': 'Ste 105', 'address3': '', 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2763 E Eldorado Pkwy', 'Ste 105', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.17955714490399, 'longitude': -96.8909299785565}","['https://s3-media3.fl.yelpcdn.com/bphoto/p59NN9DZZamuCRomIzt4zA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/4zObxEG2JnfuU7J3WcoPBA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/jZcrRW1lpN5LzNHK3e1Sfg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
87,MW4BQQ7FqSGmRXbflOf32A,little-greek-fresh-grill-little-elm-2,Little Greek Fresh Grill,https://s3-media3.fl.yelpcdn.com/bphoto/jzV05f0B1VIn0QqQy18Dmw/o.jpg,True,False,https://www.yelp.com/biz/little-greek-fresh-grill-little-elm-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12146180132,(214) 618-0132,126,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]",4.0,"{'address1': '2700 E Eldorado Pkwy', 'address2': 'Unit 104', 'address3': None, 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2700 E Eldorado Pkwy', 'Unit 104', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.177874, 'longitude': -96.890383}","['https://s3-media3.fl.yelpcdn.com/bphoto/jzV05f0B1VIn0QqQy18Dmw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/DkyvW0tR4efY_XnA3jDiig/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HrnzqmLEnZfcaDDFXypnHw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
88,0mF8ergglfGHfNv7BnC8xA,3-flights-up-taps-and-tacos-little-elm-4,3 Flights Up Taps & Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/vvyT2Hz2SrnCxFDXJ_f8ow/o.jpg,True,False,https://www.yelp.com/biz/3-flights-up-taps-and-tacos-little-elm-4?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12146181631,(214) 618-1631,227,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,"{'address1': '2832 Eldorado Pkwy', 'address2': 'Ste 212', 'address3': None, 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2832 Eldorado Pkwy', 'Ste 212', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.17671960891256, 'longitude': -96.88551635570118}","['https://s3-media4.fl.yelpcdn.com/bphoto/vvyT2Hz2SrnCxFDXJ_f8ow/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/A9C3HerX9VCpCrmPT3yriQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Fc8WSJtAtdlt4yNVNmh9Cg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
89,_qyd2BjqAj9HSUG_orR0IA,draft-house-bar-and-grill-little-elm,Draft House Bar & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/l65erEyiCkzk7w43jyhNJw/o.jpg,True,False,https://www.yelp.com/biz/draft-house-bar-and-grill-little-elm?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19729874737,(972) 987-4737,103,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"{'address1': '2700 E Eldorado Pkwy', 'address2': 'Ste 250', 'address3': '', 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2700 E Eldorado Pkwy', 'Ste 250', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.176658, 'longitude': -96.8896089}","['https://s3-media4.fl.yelpcdn.com/bphoto/l65erEyiCkzk7w43jyhNJw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/gQWjSn9miLdLAPOdAqqi8Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/r0EIJP7udQo20XaxiWzVNw/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
90,zl1X-9mprr35PDvLCHETEw,slingin-pizza-little-elm-2,Slingin' Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/aBcmfd8gNRU500UNi-y_LQ/o.jpg,True,False,https://www.yelp.com/biz/slingin-pizza-little-elm-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19723774992,(972) 377-4992,18,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'address1': '2405 Fm 423', 'address2': 'Ste 500', 'address3': '', 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2405 Fm 423', 'Ste 500', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.17291, 'longitude': -96.88692}","['https://s3-media1.fl.yelpcdn.com/bphoto/aBcmfd8gNRU500UNi-y_LQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/cu31NXzwtCRPldY80wZpCw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/gNCk2SVE-uoieKGkgFx-xw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
91,B_2g2gD5jELS2Jhd2Q7Y1w,end-zone-little-elm-frisco,End Zone Little Elm,https://s3-media2.fl.yelpcdn.com/bphoto/uoq7HWpAVhMVZV5QMtYVKQ/o.jpg,True,False,https://www.yelp.com/biz/end-zone-little-elm-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12146181701,(214) 618-1701,96,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.0,"{'address1': '2833 Eldorado Pkwy', 'address2': 'Ste 301', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['2833 Eldorado Pkwy', 'Ste 301', 'Frisco, TX 75034'], 'cross_streets': ''}","{'latitude': 33.17656502870927, 'longitude': -96.88574507057692}","['https://s3-media2.fl.yelpcdn.com/bphoto/uoq7HWpAVhMVZV5QMtYVKQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/5nhychtQw2FrIngfda2JnQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/b-fSy-bicTJn7LWOE_M9rg/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
92,gi4vOTfyHYdG9yKWGIFnGQ,hot-wok-cafe-little-elm,Hot Wok Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/zHZMc3mL3Joo86KsEfo_HA/o.jpg,False,False,https://www.yelp.com/biz/hot-wok-cafe-little-elm?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19722921139,(972) 292-1139,102,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'address1': '2763 E Eldorado Pkwy', 'address2': None, 'address3': None, 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2763 E Eldorado Pkwy', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.18001, 'longitude': -96.89068}","['https://s3-media4.fl.yelpcdn.com/bphoto/zHZMc3mL3Joo86KsEfo_HA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Nkx0zISFBPAyyGUqLejr6Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/6Votjpo_p7L1x-Sw-sGXQg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['pickup'],,
93,QJFlzbDYd0xJrcGiQeJ6PQ,donut-box-little-elm,Donut Box,https://s3-media1.fl.yelpcdn.com/bphoto/jidINGQ9CtbSHiQN0y74XQ/o.jpg,True,False,https://www.yelp.com/biz/donut-box-little-elm?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+14692005957,(469) 200-5957,85,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'address1': '2700 E Eldorado Pkwy', 'address2': 'Ste 101', 'address3': '', 'city': 'Little Elm', 'zip_code': '75068', 'country': 'US', 'state': 'TX', 'display_address': ['2700 E Eldorado Pkwy', 'Ste 101', 'Little Elm, TX 75068'], 'cross_streets': ''}","{'latitude': 33.177932079157024, 'longitude': -96.8905905557093}","['https://s3-media1.fl.yelpcdn.com/bphoto/jidINGQ9CtbSHiQN0y74XQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/LJ1xzOjBHK69YlVgWO35qQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/2U_F24LfcHyitix4ZROauw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0430', 'end': '1230', 'day': 0}, {'is_overnight': False, 'start': '0430', 'end': '1230', 'day': 1}, {'is_overnight': False, 'start': '0430', 'end': '1230', 'day': 2}, {'is_overnight': False, 'start': '0430', 'end': '1230', 'day': 3}, {'is_overnight': False, 'start': '0430', 'end': '1230', 'day': 4}, {'is_overnight': False, 'start': '0430', 'end': '1300', 'day': 5}, {'is_overnight': False, 'start': '0430', 'end': '1300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
