,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,messaging,special_hours
582,HY-MXAqblxgRPkxfyhi_ig,kahootz-steak-and-alehouse-meridian,Kahootz Steak & Alehouse,https://s3-media2.fl.yelpcdn.com/bphoto/FOCF_Nh9SOpuIbXwkD7wJA/o.jpg,True,False,https://www.yelp.com/biz/kahootz-steak-and-alehouse-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088959861,(208) 895-9861,466,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'address1': '1603 N Main St', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['1603 N Main St', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.6181421, 'longitude': -116.3920388}","['https://s3-media2.fl.yelpcdn.com/bphoto/FOCF_Nh9SOpuIbXwkD7wJA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/C7dURiYh3Q4NM3Wja0cvJg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/uYRT7X7QVbte7PTDNzyELw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
583,Y1u1JA8PS7abTl3btO3BGQ,tangos-empanadas-and-grill-meridian,Tango's Empanadas & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/ZGvz5JMOzMAgawQ7HlB10g/o.jpg,True,False,https://www.yelp.com/biz/tangos-empanadas-and-grill-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12085018916,(208) 501-8916,100,"[{'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'argentine', 'title': 'Argentine'}]",4.5,"{'address1': '46 E Fairview Ave', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['46 E Fairview Ave', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.620428, 'longitude': -116.391903}","['https://s3-media1.fl.yelpcdn.com/bphoto/ZGvz5JMOzMAgawQ7HlB10g/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/zYK3AJA14bHhjSLP5LVlKA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/DxBfu9MDPgDTZThBknS94w/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"{'url': 'https://www.yelp.com/raq/Y1u1JA8PS7abTl3btO3BGQ?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
584,vdvtDVlK6RKoZywoPOE-Ag,phở-house-vietnamese-rice-and-noodles-meridian,Phở House Vietnamese Rice & Noodles,https://s3-media3.fl.yelpcdn.com/bphoto/oUrBut0_HbLdf6ee5SD_vA/o.jpg,True,False,https://www.yelp.com/biz/ph%E1%BB%9F-house-vietnamese-rice-and-noodles-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088881378,(208) 888-1378,63,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'address1': '1534 N Main St', 'address2': None, 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1534 N Main St', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.617595, 'longitude': -116.390995}","['https://s3-media3.fl.yelpcdn.com/bphoto/oUrBut0_HbLdf6ee5SD_vA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/nUMIlF43B-YnmwpX2NlEIQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Pwriez4UpK3dti8vCjtg_A/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"{'url': 'https://www.yelp.com/raq/vdvtDVlK6RKoZywoPOE-Ag?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
585,pOhfM0OlLdG-XcKaGk-LYg,main-street-burger-meridian,Main Street Burger,https://s3-media4.fl.yelpcdn.com/bphoto/M-xd8lsHJKiVwItqwVBvqQ/o.jpg,True,False,https://www.yelp.com/biz/main-street-burger-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12082882126,(208) 288-2126,154,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'address1': '1615 N Main St', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1615 N Main St', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.61846, 'longitude': -116.39202}","['https://s3-media4.fl.yelpcdn.com/bphoto/M-xd8lsHJKiVwItqwVBvqQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/GaDveTXAlEv3M9kTbqApGQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/67mW6in_hGIBWEDcrg-4UQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
586,-dSJmP8UtK8X3K5QWgtW8w,corona-village-mexican-restaurant-meridian-2,Corona Village Mexican Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/H7uLRBYWKPgogssy_scSNQ/o.jpg,False,False,https://www.yelp.com/biz/corona-village-mexican-restaurant-meridian-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088879348,(208) 887-9348,79,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'address1': '21 E Fairview Ave', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['21 E Fairview Ave', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6191871772771, 'longitude': -116.393109404379}","['https://s3-media1.fl.yelpcdn.com/bphoto/H7uLRBYWKPgogssy_scSNQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Tb1XUq8iCgdOd2XSyku0kA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/MhAgClSPSejvb6-e0UJtCw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
587,5-W8khNMW8e4hR2ul1s8ew,johnnys-pizza-meridian,Johnny's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/e3deHfwm-OXfqfkvYWldzA/o.jpg,True,False,https://www.yelp.com/biz/johnnys-pizza-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088884857,(208) 888-4857,46,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'address1': '1526 N Main St', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1526 N Main St', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6172373120747, 'longitude': -116.391514597019}","['https://s3-media1.fl.yelpcdn.com/bphoto/e3deHfwm-OXfqfkvYWldzA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/K8vJSxXBvEILTDs70B8GkQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/u-6KO5ektUbX1tbSwTVDMA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
588,EMzQIuFn8XWVgYbuoR4JDA,garbonzos-pizza-meridian,Garbonzo's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/-2xU0WlLRHgPYuRmRkg3zA/o.jpg,True,False,https://www.yelp.com/biz/garbonzos-pizza-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088880620,(208) 888-0620,30,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'address1': '710 W Ustick Rd', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['710 W Ustick Rd', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.6340029, 'longitude': -116.4020565}","['https://s3-media3.fl.yelpcdn.com/bphoto/-2xU0WlLRHgPYuRmRkg3zA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/dv6aE4vDw66hbroCPhx6nw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/t0xENyNKW5gpt1-t-1s18Q/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
589,f-idTk9lhN_c9IqvvZ4fBA,blimpie-americas-sub-shop-meridian-2,Blimpie Americas Sub Shop,https://s3-media1.fl.yelpcdn.com/bphoto/NpHhNqdvtxRt3TGNBjxwbg/o.jpg,True,False,https://www.yelp.com/biz/blimpie-americas-sub-shop-meridian-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088871234,(208) 887-1234,13,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wraps', 'title': 'Wraps'}]",3.5,"{'address1': '1535 N Main St', 'address2': None, 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1535 N Main St', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.617970171726085, 'longitude': -116.39180675907393}","['https://s3-media1.fl.yelpcdn.com/bphoto/NpHhNqdvtxRt3TGNBjxwbg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/WBac9ysHrs_92R-QcH5ksA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-t2JoTE9q138n7bhZ3AFqg/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],"{'url': 'https://www.yelp.com/raq/f-idTk9lhN_c9IqvvZ4fBA?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
590,EhypF8VPpIbLvt0JLx0Qew,jack-in-the-box-meridian,Jack in the Box,https://s3-media4.fl.yelpcdn.com/bphoto/iXsBcDX6s-iLu9IzIffXKA/o.jpg,True,False,https://www.yelp.com/biz/jack-in-the-box-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088848992,(208) 884-8992,30,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tacos', 'title': 'Tacos'}]",2.0,"{'address1': '207 E Fairview Ave', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['207 E Fairview Ave', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6189220714806, 'longitude': -116.3897639}","['https://s3-media4.fl.yelpcdn.com/bphoto/iXsBcDX6s-iLu9IzIffXKA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/VDqmy_dmxhw_vzOycw2JUg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/_dFUcTqJEFgKMuMyfCGFiw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
591,gzk58qPan6T-rrwLaHSnXQ,little-caesars-meridian,Little Caesars,https://s3-media2.fl.yelpcdn.com/bphoto/N0WjSoRjYorrB-mQCTw5nQ/o.jpg,False,False,https://www.yelp.com/biz/little-caesars-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088958622,(208) 895-8622,12,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,"{'address1': '120 E Fairview Ave', 'address2': 'Ste 120', 'address3': None, 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['120 E Fairview Ave', 'Ste 120', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6194149, 'longitude': -116.3908859}","['https://s3-media2.fl.yelpcdn.com/bphoto/N0WjSoRjYorrB-mQCTw5nQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-5TCMhsoICi49Z0aDkOpvg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/IpG5Ic2F7NaMoG8rtEon4Q/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
592,jYnrh5za3Soj3YD65-4IPQ,subway-meridian-37,Subway,https://s3-media1.fl.yelpcdn.com/bphoto/3Vigmjq1lUzUAZ6P9t24Cw/o.jpg,True,False,https://www.yelp.com/biz/subway-meridian-37?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088877756,(208) 887-7756,3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,"{'address1': '1518 N Main St', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1518 N Main St', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6175957, 'longitude': -116.39127439351}","['https://s3-media1.fl.yelpcdn.com/bphoto/3Vigmjq1lUzUAZ6P9t24Cw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/18nqQ2nh1ivQg8-OLa6T4A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Hhu4d2of5ccYMLoHXDdPew/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
593,HY-MXAqblxgRPkxfyhi_ig,kahootz-steak-and-alehouse-meridian,Kahootz Steak & Alehouse,https://s3-media2.fl.yelpcdn.com/bphoto/FOCF_Nh9SOpuIbXwkD7wJA/o.jpg,True,False,https://www.yelp.com/biz/kahootz-steak-and-alehouse-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088959861,(208) 895-9861,466,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'address1': '1603 N Main St', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['1603 N Main St', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.6181421, 'longitude': -116.3920388}","['https://s3-media2.fl.yelpcdn.com/bphoto/FOCF_Nh9SOpuIbXwkD7wJA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/C7dURiYh3Q4NM3Wja0cvJg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/uYRT7X7QVbte7PTDNzyELw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
594,_b49cQ3_GPRRxP_uJUezcw,vons-chicken-meridian,Vons Chicken,https://s3-media3.fl.yelpcdn.com/bphoto/Vcg63gI45_Sx4gdRA9Fhlg/o.jpg,True,False,https://www.yelp.com/biz/vons-chicken-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088883581,(208) 888-3581,4,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'korean', 'title': 'Korean'}]",5.0,"{'address1': '950 E Fairview Ave', 'address2': None, 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['950 E Fairview Ave', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.620573, 'longitude': -116.381952}","['https://s3-media3.fl.yelpcdn.com/bphoto/Vcg63gI45_Sx4gdRA9Fhlg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/GXF8xzFklVreBZgKdlu5RQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-c-UU2fCpagNm18h1Mzmug/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"{'url': 'https://www.yelp.com/raq/_b49cQ3_GPRRxP_uJUezcw?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
595,Y1u1JA8PS7abTl3btO3BGQ,tangos-empanadas-and-grill-meridian,Tango's Empanadas & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/ZGvz5JMOzMAgawQ7HlB10g/o.jpg,True,False,https://www.yelp.com/biz/tangos-empanadas-and-grill-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12085018916,(208) 501-8916,100,"[{'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'argentine', 'title': 'Argentine'}]",4.5,"{'address1': '46 E Fairview Ave', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['46 E Fairview Ave', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.620428, 'longitude': -116.391903}","['https://s3-media1.fl.yelpcdn.com/bphoto/ZGvz5JMOzMAgawQ7HlB10g/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/zYK3AJA14bHhjSLP5LVlKA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/DxBfu9MDPgDTZThBknS94w/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"{'url': 'https://www.yelp.com/raq/Y1u1JA8PS7abTl3btO3BGQ?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
