,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
12,6FvK50j3NRh1Xs309E0LFA,dairy-queen-willis,Dairy Queen,https://s3-media2.fl.yelpcdn.com/bphoto/yu2vTsjrnDXzLCQmfB9JTw/o.jpg,False,https://www.yelp.com/biz/dairy-queen-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,18,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.0,"{'latitude': 30.419467151913235, 'longitude': -95.50275569561309}","['pickup', 'delivery']","{'address1': '9870 West FM 1097', 'address2': None, 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['9870 West FM 1097', 'Willis, TX 77318']}",+19367015050,(936) 701-5050,185.57974292159997,$
13,XmtdhaUHA06UdOBlLwO9NA,schlotzskys-willis,Schlotzsky's,https://s3-media3.fl.yelpcdn.com/bphoto/J_NgY5Aw82JkWlsblng-JA/o.jpg,False,https://www.yelp.com/biz/schlotzskys-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,40,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'catering', 'title': 'Caterers'}]",2.0,"{'latitude': 30.423569394629137, 'longitude': -95.49433023788633}","['pickup', 'delivery']","{'address1': '12709 I45 S', 'address2': 'Ste 600', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12709 I45 S', 'Ste 600', 'Willis, TX 77318']}",+19366665537,(936) 666-5537,1060.067249954197,$
14,sX74jgDzP8zDSx52AjNyYA,laredo-taco-company-willis-2,Laredo Taco Company,https://s3-media4.fl.yelpcdn.com/bphoto/QGdC8dIPTK1fcVmUCl5lBA/o.jpg,False,https://www.yelp.com/biz/laredo-taco-company-willis-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",1.0,"{'latitude': 30.418187, 'longitude': -95.503703}",['delivery'],"{'address1': '10057 Fm 1097 Rd W / Hilltop', 'address2': None, 'address3': '', 'city': 'Willis', 'zip_code': '77378', 'country': 'US', 'state': 'TX', 'display_address': ['10057 Fm 1097 Rd W / Hilltop', 'Willis, TX 77378']}",+19368566471,(936) 856-6471,219.62705086989848,
15,sH4mvvj_zTVjsrl_H6whnQ,pizza-hut-willis,Pizza Hut,https://s3-media3.fl.yelpcdn.com/bphoto/uAry7AI2BW0Dx38yjgCuZQ/o.jpg,False,https://www.yelp.com/biz/pizza-hut-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,15,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,"{'latitude': 30.419853686637, 'longitude': -95.4984547197819}",['delivery'],"{'address1': '12501 Canyon Falls Blvd', 'address2': 'Unit H', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12501 Canyon Falls Blvd', 'Unit H', 'Willis, TX 77318']}",+19368569596,(936) 856-9596,588.1738044247709,$
16,77KRuwwgvmKapQTl7MhpFg,burger-king-willis,Burger King,https://s3-media4.fl.yelpcdn.com/bphoto/zF7eg02wRzReSwllbXb5YA/o.jpg,False,https://www.yelp.com/biz/burger-king-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"{'latitude': 30.4205256025395, 'longitude': -95.4970151}",['delivery'],"{'address1': '9614 Fm 1097 Rd W', 'address2': '', 'address3': None, 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['9614 Fm 1097 Rd W', 'Willis, TX 77318']}",+19368568698,(936) 856-8698,728.2228217136222,$
17,B5iewRaebSU3RaQrIUEBtw,papa-johns-pizza-west-willis-3,Papa Johns Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/YGfTEY9-6ugEPzb43QIaTw/o.jpg,False,https://www.yelp.com/biz/papa-johns-pizza-west-willis-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.0,"{'latitude': 30.42004031125409, 'longitude': -95.4949181635092}","['pickup', 'delivery']","{'address1': '9521 W Fm 1097', 'address2': 'Ste E', 'address3': None, 'city': 'West Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['9521 W Fm 1097', 'Ste E', 'West Willis, TX 77318']}",+19368563400,(936) 856-3400,927.0355609498359,$
18,LIs44KSb46I1rklKBbxNiA,sakura-japanese-sushi-and-steak-house-willis-2,Sakura Japanese Sushi & Steak House,https://s3-media4.fl.yelpcdn.com/bphoto/otQQ3R2TC6QEwlLS-HLV3Q/o.jpg,False,https://www.yelp.com/biz/sakura-japanese-sushi-and-steak-house-willis-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,27,"[{'alias': 'teppanyaki', 'title': 'Teppanyaki'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 30.42327811858482, 'longitude': -95.49412318276337}",[],"{'address1': '12709 Interstate 45 N', 'address2': 'Ste 350', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12709 Interstate 45 N', 'Ste 350', 'Willis, TX 77318']}",+19366665340,(936) 666-5340,390.17048821058796,
19,dKIQVg71CQM8_kput7ALsw,zully-s-latin-american-kitchen-willis,Zully’s Latin American Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/kICH3ABbwJ9coV5VaptfkA/o.jpg,False,https://www.yelp.com/biz/zully-s-latin-american-kitchen-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,16,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 30.42234, 'longitude': -95.48977}",[],"{'address1': '904 W Montgomery St', 'address2': 'Ste 8', 'address3': None, 'city': 'Willis', 'zip_code': '77378', 'country': 'US', 'state': 'TX', 'display_address': ['904 W Montgomery St', 'Ste 8', 'Willis, TX 77378']}",+19362282382,(936) 228-2382,614.9718790659106,$$
20,qT1M_-5XO9_dwqHAIcboYg,marcos-pizza-coming-soon-willis,Marco's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/jvZh7wxGViSiVKJfHyQNig/o.jpg,False,https://www.yelp.com/biz/marcos-pizza-coming-soon-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,5,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 30.41891, 'longitude': -95.49812}","['pickup', 'delivery']","{'address1': '9611 W Fm 1097', 'address2': 'Ste 500', 'address3': None, 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['9611 W Fm 1097', 'Ste 500', 'Willis, TX 77318']}",+19362972500,(936) 297-2500,270.5551245707382,
21,_PwbWvW7yXEv0X316HeP4A,blimpie-americas-sub-shop-willis,Blimpie America's Sub Shop,https://s3-media2.fl.yelpcdn.com/bphoto/4ROrYEWHOTbJr2MvzwqH7Q/o.jpg,False,https://www.yelp.com/biz/blimpie-americas-sub-shop-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'delis', 'title': 'Delis'}]",1.0,"{'latitude': 30.41992, 'longitude': -95.4968}",[],"{'address1': '9571 Fm 1097', 'address2': 'Ste 400', 'address3': None, 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['9571 Fm 1097', 'Ste 400', 'Willis, TX 77318']}",+19362240448,(936) 224-0448,26.909259285969224,
22,QBfBnBs-5H6ii3C0og8Q1w,cilantros-mexican-grill-willis,Cilantro's Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/dv6MIJGttkQR7Lu13HqEUw/o.jpg,False,https://www.yelp.com/biz/cilantros-mexican-grill-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,47,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",2.5,"{'latitude': 30.420093, 'longitude': -95.498551}","['pickup', 'delivery']","{'address1': '12501 Canyon Falls Blvd', 'address2': '', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12501 Canyon Falls Blvd', 'Willis, TX 77318']}",+19368566200,(936) 856-6200,282.8372902332407,$$
23,XmtdhaUHA06UdOBlLwO9NA,schlotzskys-willis,Schlotzsky's,https://s3-media3.fl.yelpcdn.com/bphoto/J_NgY5Aw82JkWlsblng-JA/o.jpg,False,https://www.yelp.com/biz/schlotzskys-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,40,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'catering', 'title': 'Caterers'}]",2.0,"{'latitude': 30.423569394629137, 'longitude': -95.49433023788633}","['pickup', 'delivery']","{'address1': '12709 I45 S', 'address2': 'Ste 600', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12709 I45 S', 'Ste 600', 'Willis, TX 77318']}",+19366665537,(936) 666-5537,414.229315550706,$
24,z_yL6R10R-VhD9IyjnZxTg,mod-pizza-willis,MOD Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/JRZRGeqZw8TT6Rz3_s6-JA/o.jpg,False,https://www.yelp.com/biz/mod-pizza-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': 30.42286648, 'longitude': -95.49188393}","['pickup', 'delivery']","{'address1': '12360 Interstate 45 N', 'address2': 'Ste 100', 'address3': '', 'city': 'Willis', 'zip_code': '77378', 'country': 'US', 'state': 'TX', 'display_address': ['12360 Interstate 45 N', 'Ste 100', 'Willis, TX 77378']}",+19365060001,(936) 506-0001,477.45668527527994,
25,VMxLZhdplys-yAv4qnqSXg,panda-express-willis,Panda Express,https://s3-media3.fl.yelpcdn.com/bphoto/EBqXwwJl-MNc_yYhb2L6Vw/o.jpg,False,https://www.yelp.com/biz/panda-express-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,20,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,"{'latitude': 30.4239792, 'longitude': -95.4934082}","['pickup', 'delivery']","{'address1': '12725 I-45 N', 'address2': None, 'address3': None, 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12725 I-45 N', 'Willis, TX 77318']}",+19364279698,(936) 427-9698,509.0510335872046,
26,GLLeQp2h7c0bR1U6asCGQg,chick-fil-a-willis-2,Chick-fil-A,https://s3-media1.fl.yelpcdn.com/bphoto/ZKmxWh0kw1hu3SiJuTTrSQ/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-willis-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,50,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'salad', 'title': 'Salad'}]",3.0,"{'latitude': 30.4194055, 'longitude': -95.4923122}",['delivery'],"{'address1': '12310 Old Montgomery Rd', 'address2': '', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['12310 Old Montgomery Rd', 'Willis, TX 77318']}",+19362287503,(936) 228-7503,322.60581571315424,$
27,_PCaWcx9s36drT_FG9mTnw,wingstop-willis,Wingstop,https://s3-media2.fl.yelpcdn.com/bphoto/9fXZbnQ_cH8NcDYVZ8zWEQ/o.jpg,False,https://www.yelp.com/biz/wingstop-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,34,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,"{'latitude': 30.423489704122133, 'longitude': -95.49373217485142}",[],"{'address1': '12717 I-45 N', 'address2': '', 'address3': '', 'city': 'Willis', 'zip_code': '77378', 'country': 'US', 'state': 'TX', 'display_address': ['12717 I-45 N', 'Willis, TX 77378']}",+19368909464,(936) 890-9464,426.5366807159051,$
28,B5iewRaebSU3RaQrIUEBtw,papa-johns-pizza-west-willis-3,Papa Johns Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/YGfTEY9-6ugEPzb43QIaTw/o.jpg,False,https://www.yelp.com/biz/papa-johns-pizza-west-willis-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.0,"{'latitude': 30.42004031125409, 'longitude': -95.4949181635092}","['pickup', 'delivery']","{'address1': '9521 W Fm 1097', 'address2': 'Ste E', 'address3': None, 'city': 'West Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['9521 W Fm 1097', 'Ste E', 'West Willis, TX 77318']}",+19368563400,(936) 856-3400,65.74791575398262,$
29,AQaaF9_qZkxfuz0x-ReAnA,popeyes-louisiana-kitchen-willis,Popeyes Louisiana Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/Jwa84I9DD_rtR8qr4rdlUw/o.jpg,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-willis?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,18,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.5,"{'latitude': 30.421209, 'longitude': -95.493215}","['pickup', 'delivery']","{'address1': '1000 W Montgomery St', 'address2': '', 'address3': '', 'city': 'Willis', 'zip_code': '77318', 'country': 'US', 'state': 'TX', 'display_address': ['1000 W Montgomery St', 'Willis, TX 77318']}",+19368560081,(936) 856-0081,260.4609329862978,
