id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
ZmrPkPlb6gRylpyZU4EydQ,mashd-frisco-2,Mash'D,https://s3-media2.fl.yelpcdn.com/bphoto/IRXYShTILnXE1XfF6mUtZg/o.jpg,False,https://www.yelp.com/biz/mashd-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1831,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 33.1075444283775, 'longitude': -96.8062248637543}","['delivery', 'pickup']","{'address1': '3401 Preston Rd', 'address2': 'Ste 1', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['3401 Preston Rd', 'Ste 1', 'Frisco, TX 75034']}",+12146189440,(214) 618-9440,3005.0914512619534,$$
mGdzFQD2qM_GiwQNoNTJaQ,nikugen-steak-and-ramen-frisco,Nikugen Steak & Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/x57C5VJyIuNJErnvoNBqdw/o.jpg,False,https://www.yelp.com/biz/nikugen-steak-and-ramen-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,210,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 33.11777, 'longitude': -96.8048}",['delivery'],"{'address1': '4710 Preston Rd', 'address2': 'Ste 300', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['4710 Preston Rd', 'Ste 300', 'Frisco, TX 75034']}",+14692940417,(469) 294-0417,2100.449875051574,$$
rI9NXTUM5cUB6xwMWsqWxQ,trufire-frisco-2,TruFire,https://s3-media4.fl.yelpcdn.com/bphoto/w0OHRCGdmoBXCfJBgWTAVw/o.jpg,False,https://www.yelp.com/biz/trufire-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,690,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 33.12215, 'longitude': -96.82463}",['pickup'],"{'address1': '6959 Lebanon Rd', 'address2': 'Ste 114', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6959 Lebanon Rd', 'Ste 114', 'Frisco, TX 75034']}",+12148723830,(214) 872-3830,1291.391793522767,$$
kkG9Ub4bqKMcOS8NjRG_2w,suburban-yacht-club-plano,Suburban Yacht Club,https://s3-media4.fl.yelpcdn.com/bphoto/0bpwCZkDKHRUftHk_IHkYw/o.jpg,False,https://www.yelp.com/biz/suburban-yacht-club-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,153,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 33.09021151908065, 'longitude': -96.82068948776796}","['delivery', 'pickup']","{'address1': '5872 TX- 121', 'address2': 'Ste 104', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['5872 TX- 121', 'Ste 104', 'Plano, TX 75024']}",+19729053664,(972) 905-3664,4686.202663611952,$$
eLLlvggmbTMdK-tvubXmCA,the-nest-cafe-frisco,The Nest Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/QTIEbaNUtMXkEp5qA5JwEg/o.jpg,False,https://www.yelp.com/biz/the-nest-cafe-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,722,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 33.10624702, 'longitude': -96.81834448}",['delivery'],"{'address1': '7777 Warren Pkwy', 'address2': 'Ste 325', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['7777 Warren Pkwy', 'Ste 325', 'Frisco, TX 75034']}",+14695794790,(469) 579-4790,2901.5308065854906,$$
PxAKddRxxfWzXjCfp6Ayzw,spitz-frisco-frisco-2,Spitz - Frisco,https://s3-media2.fl.yelpcdn.com/bphoto/oaG0Zsm8VD2UEU81LS3qZw/o.jpg,False,https://www.yelp.com/biz/spitz-frisco-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,22,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 33.10618, 'longitude': -96.82468}","['delivery', 'pickup']","{'address1': '6851 Warren Pkwy', 'address2': None, 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6851 Warren Pkwy', 'Frisco, TX 75034']}",+12144078485,(214) 407-8485,2949.707554162648,
BbYl_rVZDFPQyT6tuNQDBw,up-inspired-kitchen-frisco,Up Inspired Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/eH4pAwAO70ogReqJJd7F7g/o.jpg,False,https://www.yelp.com/biz/up-inspired-kitchen-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,396,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 33.1219652678919, 'longitude': -96.8236256344316}","['delivery', 'pickup']","{'address1': '5285 Dallas Pkwy', 'address2': 'Ste 400', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['5285 Dallas Pkwy', 'Ste 400', 'Frisco, TX 75034']}",+14695794197,(469) 579-4197,1228.3026540411458,$$
3m1fFOsPlS2cpq1hBCPShA,barneys-brunch-house-frisco,Barney's Brunch House,https://s3-media4.fl.yelpcdn.com/bphoto/jF6aQDQeTZB-C0rGMD0o6g/o.jpg,False,https://www.yelp.com/biz/barneys-brunch-house-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,872,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 33.1243894, 'longitude': -96.889310516417}",['delivery'],"{'address1': '5480 Farm to Market Rd 423', 'address2': 'Ste 700', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['5480 Farm to Market Rd 423', 'Ste 700', 'Frisco, TX 75034']}",+12144946363,(214) 494-6363,6599.5715575029635,$$
AI-aWOsSSPUyOd1x3TWfuA,craftway-kitchen-plano-plano-2,CraftWay Kitchen - Plano,https://s3-media4.fl.yelpcdn.com/bphoto/VHiAIKDFD_g0kkdI-PhT0A/o.jpg,False,https://www.yelp.com/biz/craftway-kitchen-plano-plano-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,552,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 33.0534204, 'longitude': -96.7954316705696}",['delivery'],"{'address1': '5809 Preston Rd', 'address2': 'Ste 578', 'address3': '', 'city': 'Plano', 'zip_code': '75093', 'country': 'US', 'state': 'TX', 'display_address': ['5809 Preston Rd', 'Ste 578', 'Plano, TX 75093']}",+19724030555,(972) 403-0555,9047.019150566643,$$
xXvMyE9iwHZwtApULpZsWw,lombardi-cucina-italiana-frisco,Lombardi Cucina Italiana,https://s3-media1.fl.yelpcdn.com/bphoto/j60jUqrOSf0kp4S-OkA7vw/o.jpg,False,https://www.yelp.com/biz/lombardi-cucina-italiana-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,118,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 33.10725897798405, 'longitude': -96.82851389050484}",[],"{'address1': '6655 Winning Dr', 'address2': 'Ste 605', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6655 Winning Dr', 'Ste 605', 'Frisco, TX 75034']}",+14692005677,(469) 200-5677,2923.4462588887654,
v0IGu9WM286lyj4m0AJI8w,parlour-bar-and-bistro-frisco-6,Parlour Bar & Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/y-xMjrtx4OAlQb3ZABr9Pg/o.jpg,False,https://www.yelp.com/biz/parlour-bar-and-bistro-frisco-6?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,18,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 33.10286, 'longitude': -96.81892}","['delivery', 'pickup']","{'address1': '2985 Avenue Of The Stars', 'address2': None, 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['2985 Avenue Of The Stars', 'Frisco, TX 75034']}",+14693626177,(469) 362-6177,3278.180983703993,
-Y7lHLK6zVzpS74d92wTBQ,frisco-diner-frisco,Frisco Diner,https://s3-media1.fl.yelpcdn.com/bphoto/Ok6b8RWfIcLqIuueUg3Qew/o.jpg,False,https://www.yelp.com/biz/frisco-diner-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,483,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 33.15476372578948, 'longitude': -96.83949785325906}",['delivery'],"{'address1': '9250 Dallas Pkwy', 'address2': 'Ste 160', 'address3': '', 'city': 'Frisco', 'zip_code': '75033', 'country': 'US', 'state': 'TX', 'display_address': ['9250 Dallas Pkwy', 'Ste 160', 'Frisco, TX 75033']}",+12146180652,(214) 618-0652,3136.138150526784,$$
xUzzt6pgTf0Sy01X-ge63w,maple-street-biscuit-company-frisco-frisco-3,Maple Street Biscuit Company - Frisco,https://s3-media3.fl.yelpcdn.com/bphoto/lLvdbI4s0lcvEitlYCOUgA/o.jpg,False,https://www.yelp.com/biz/maple-street-biscuit-company-frisco-frisco-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,329,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'southern', 'title': 'Southern'}]",4.5,"{'latitude': 33.154358, 'longitude': -96.861548}",['delivery'],"{'address1': '3288 Main St', 'address2': 'Ste 111', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['3288 Main St', 'Ste 111', 'Frisco, TX 75034']}",+14698035334,(469) 803-5334,4651.194132445567,$$
3ZiOvwzcsN3eOm7glVxWpw,zhao-star-china-bistro-frisco,Zhao Star China Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/fCkp0s05BAgJvNij1XhlpQ/o.jpg,False,https://www.yelp.com/biz/zhao-star-china-bistro-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,113,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 33.13001893464937, 'longitude': -96.82636291577131}",['delivery'],"{'address1': '6363 Dallas Pkwy', 'address2': 'Ste 118', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6363 Dallas Pkwy', 'Ste 118', 'Frisco, TX 75034']}",+19729875258,(972) 987-5258,725.6755963588434,
WCbEUZkwPtJaWHGkqZSjcg,cathedral-italian-bistro-plano,Cathedral Italian Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/d0A0kapUh2kh9F_79lga2g/o.jpg,False,https://www.yelp.com/biz/cathedral-italian-bistro-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,14,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 33.08868332873181, 'longitude': -96.79596611118517}",[],"{'address1': '8103 Rasor Blvd', 'address2': 'Ste 110', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['8103 Rasor Blvd', 'Ste 110', 'Plano, TX 75024']}",+14697311020,(469) 731-1020,5309.5921092991575,
Mz9JxtkFRffSEmO1bKEQbQ,union-bear-plano-3,Union Bear,https://s3-media2.fl.yelpcdn.com/bphoto/bLnB0XeQZLR7VJ7m67YMeQ/o.jpg,False,https://www.yelp.com/biz/union-bear-plano-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,788,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}]",4.5,"{'latitude': 33.0901166935556, 'longitude': -96.82141151548196}",['delivery'],"{'address1': '5880 State Hwy 121', 'address2': 'Ste 101', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['5880 State Hwy 121', 'Ste 101', 'Plano, TX 75024']}",+12142972337,(214) 297-2337,4699.373020606442,$$
gYvN7itwBu9c1t9dlQVs2Q,j-theodore-frisco,J Theodore,https://s3-media2.fl.yelpcdn.com/bphoto/1oKfLl480UW1zY9yU_xN3Q/o.jpg,False,https://www.yelp.com/biz/j-theodore-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,177,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 33.121776, 'longitude': -96.82485}","['delivery', 'pickup']","{'address1': '6959 Lebanon Rd', 'address2': 'Ste 110', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6959 Lebanon Rd', 'Ste 110', 'Frisco, TX 75034']}",+12147057775,(214) 705-7775,1291.391793522767,$$
7Kn8g-hm_V_6TUIDfF5IIA,bulla-gastrobar-plano-3,Bulla Gastrobar,https://s3-media3.fl.yelpcdn.com/bphoto/WOiIAfrJmZIdt0x70iUGlw/o.jpg,False,https://www.yelp.com/biz/bulla-gastrobar-plano-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1020,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,"{'latitude': 33.07850126579489, 'longitude': -96.82742524892132}","['delivery', 'pickup']","{'address1': '6007 Legacy Dr', 'address2': 'Ste 180', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['6007 Legacy Dr', 'Ste 180', 'Plano, TX 75024']}",+19728054590,(972) 805-4590,6036.213577451776,$$
TOBq47x5fz5qz-R8pHvmGw,ciccio-trattoria-mckinney,Ciccio Trattoria,https://s3-media3.fl.yelpcdn.com/bphoto/hNjYudfZI1wx3nE4qrvT_w/o.jpg,False,https://www.yelp.com/biz/ciccio-trattoria-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,19,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 33.17447, 'longitude': -96.72107}",[],"{'address1': '7901 Eldorado Pkwy', 'address2': 'Ste 155', 'address3': '', 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['7901 Eldorado Pkwy', 'Ste 155', 'McKinney, TX 75070']}",+14694226515,(469) 422-6515,10243.322867967612,
